sample,e,p1,1328
sample,e,p1,1363
sample,e,p2,1093
sample,e,p3,1066
sample,v,p1,1720
sample,v,p2,1634
sample,v,p3,1473
sample,n,p1,1021
sample,n,p2,1112
sample,n,p3,1173
